Wilayah;Keterangan;Bahasa Indonesia;Bahasa Inggris;Matematika;IPA;Fisika;Kimia;Biologi;Ekonomi;Sosiologi;Geografi;Kejuruan;Jumlah Peserta;latitude;longitude
Kota Bima;Nilai Rata-rata Sekolah UN SMA IPA;58,67;52,94;39,5;;51,53;40,1;42,85;;;;;1344;-8.460.566;118.727.402
Kota Bima;Nilai Rata-rata Sekolah UN SMA SMK;43,1;30,62;22,78;;;;;;;;72,53;992;-8.460.566;118.727.402
Kota Binjai;Nilai Rata-rata Sekolah UN SMP;69,64;71,63;63,27;73,75;;;;;;;;5983;3.594.462;98.482.246
Kota Binjai;Nilai Rata-rata Sekolah UN SMA IPA;83,46;79,04;76,24;;86,01;83,17;74,51;;;;;2371;3.594.462;98.482.246
Kota Binjai;Nilai Rata-rata Sekolah UN SMA IPS;80,15;77,78;82,77;;;;;74,37;71;63,2;;1069;3.594.462;98.482.246
Kota Binjai;Nilai Rata-rata Sekolah UN SMA SMK;66,79;71,02;66,22;;;;;;;;78,58;2739;3.594.462;98.482.246
Kota Bitung;Nilai Rata-rata Sekolah UN SMP;60,25;45,74;41,1;44,66;;;;;;;;3109;14.553.529;125.204.697
Kota Bitung;Nilai Rata-rata Sekolah UN SMA IPA;65,6;69,97;56,19;;71,43;55,39;59,38;;;;;528;14.553.529;125.204.697
Kota Bitung;Nilai Rata-rata Sekolah UN SMA IPS;54,94;61,77;31,07;;;;;45,94;50,26;35,42;;430;14.553.529;125.204.697
Kota Bitung;Nilai Rata-rata Sekolah UN SMA SMK;49,97;39,74;27,02;;;;;;;;77,07;1293;14.553.529;125.204.697
Kota Blitar;Nilai Rata-rata Sekolah UN SMP;80,06;73,21;76,57;77,33;;;;;;;;3605;-8.1;4,68
Kota Blitar;Nilai Rata-rata Sekolah UN SMA SMK;72,92;56,07;49,72;;;;;;;;78,37;3389;-8.1;4,68
Kota Blitar;Nilai Rata-rata Sekolah UN SMA IPS;73,39;69,31;67,67;;;;;63,16;70,48;57,98;;906;-8.1;4,68
Kota Blitar;Nilai Rata-rata Sekolah UN SMA IPA;80,78;73,99;63,96;;70,87;60,21;70,35;;;;;799;-8.1;4,68
Kota Bogor;Nilai Rata-rata Sekolah UN SMA IPA;80,73;71,95;63,23;;78,31;69,59;75,06;;;;;4591;-6.6;4,42
Kota Bogor;Nilai Rata-rata Sekolah UN SMA IPS;74,97;65,84;69,23;;;;;59,96;56,94;67,09;;2931;-6.6;4,42
Kota Bogor;Nilai Rata-rata Sekolah UN SMA SMK;64,62;52,2;39,06;;;;;;;;79,7;11812;-6.6;4,42
Kota Bogor;Nilai Rata-rata Sekolah UN SMP;73,72;63,65;59,12;61,79;;;;;;;;18725;-6.6;4,42
Kota Bontang;Nilai Rata-rata Sekolah UN SMA IPA;77,47;65,83;47,6;;53,01;54,72;53,64;;;;;642;0.1333333;4,88
Kota Bontang;Nilai Rata-rata Sekolah UN SMP;77,64;57,75;49,56;56,24;;;;;;;;2839;0.1333333;4,88
Kota Bontang;Nilai Rata-rata Sekolah UN SMA IPS;71,73;58,81;46,84;;;;;47,87;61,24;51,18;;571;0.1333333;4,88
Kota Bontang;Nilai Rata-rata Sekolah UN SMA SMK;69,74;49,31;40,04;;;;;;;;77,76;1144;0.1333333;4,88
Kota Bukittinggi;Nilai Rata-rata Sekolah UN SMP;80,58;64,95;61,57;61,59;;;;;;;;2635;-0.3055556;1.003.691.667
Kota Bukittinggi;Nilai Rata-rata Sekolah UN SMA IPA;79,19;62,66;63,98;;84,25;76,42;71,69;;;;;1068;-0.3055556;1.003.691.667
Kota Bukittinggi;Nilai Rata-rata Sekolah UN SMA IPS;72,89;55,43;80,19;;;;;63,14;65,88;51,06;;1467;-0.3055556;1.003.691.667
Kota Bukittinggi;Nilai Rata-rata Sekolah UN SMA SMK;70,05;52,59;45,33;;;;;;;;77,45;1412;-0.3055556;1.003.691.667
Kota Cilegon;Nilai Rata-rata Sekolah UN SMA IPS;61,31;48,17;39,15;;;;;36,88;49,18;41,06;;1824;-60.169.825;106.040.506
Kota Cilegon;Nilai Rata-rata Sekolah UN SMA SMK;60,37;44,38;31,86;;;;;;;;81,22;3029;-60.169.825;106.040.506
Kota Cilegon;Nilai Rata-rata Sekolah UN SMA IPA;71,71;62,64;46,01;;54,85;54,41;56,13;;;;;1523;-60.169.825;106.040.506
Kota Cilegon;Nilai Rata-rata Sekolah UN SMP;66,91;50,93;42,98;47,65;;;;;;;;8016;-60.169.825;106.040.506
Kota Cimahi;Nilai Rata-rata Sekolah UN SMP;74,55;60,48;55,4;58,23;;;;;;;;8538;-6.880.239;1.075.355
Kota Cimahi;Nilai Rata-rata Sekolah UN SMA SMK;68,36;55,48;43,01;;;;;;;;77,47;5637;-6.880.239;1.075.355
Kota Cimahi;Nilai Rata-rata Sekolah UN SMA IPS;69,09;59,25;61,89;;;;;56,07;52,48;62,22;;1309;-6.880.239;1.075.355
Kota Cimahi;Nilai Rata-rata Sekolah UN SMA IPA;78,58;68,14;60,95;;79,59;69,43;72,26;;;;;1605;-6.880.239;1.075.355
Kota Cirebon;Nilai Rata-rata Sekolah UN SMA IPA;78,33;64,94;57,03;;75,09;62,6;70,32;;;;;2202;-6.715.534;108.564.003
Kota Cirebon;Nilai Rata-rata Sekolah UN SMA IPS;68,2;56,33;59,09;;;;;56,26;52,81;54,94;;1922;-6.715.534;108.564.003
Kota Cirebon;Nilai Rata-rata Sekolah UN SMA SMK;62,27;46,09;33,32;;;;;;;;77,97;3018;-6.715.534;108.564.003
Kota Cirebon;Nilai Rata-rata Sekolah UN SMP;73,04;61,04;57,05;59,16;;;;;;;;7750;-6.715.534;108.564.003
Kota Denpasar;Nilai Rata-rata Sekolah UN SMA SMK;78,64;80,62;81,67;;;;;;;;83,14;7006;-865.629;115.222.099
Kota Denpasar;Nilai Rata-rata Sekolah UN SMA IPA;85,12;87,72;83,22;;88,09;84,99;84,58;;;;;4113;-865.629;115.222.099
Kota Denpasar;Nilai Rata-rata Sekolah UN SMA IPS;78,43;84,2;78,69;;;;;76,02;79,19;71,08;;1734;-865.629;115.222.099
Kota Denpasar;Nilai Rata-rata Sekolah UN SMP;78,02;82,79;82,95;83,79;;;;;;;;12969;-865.629;115.222.099
Kota Depok;Nilai Rata-rata Sekolah UN SMP;72,33;59,04;53,43;56,89;;;;;;;;25355;-6.39;106.83
Kota Depok;Nilai Rata-rata Sekolah UN SMA IPA;79,54;68,99;56,16;;66,59;62,73;64,52;;;;;2870;-6.39;106.83
Kota Depok;Nilai Rata-rata Sekolah UN SMA IPS;72,27;58,31;53,52;;;;;51;55,79;56,48;;3308;-6.39;106.83
Kota Depok;Nilai Rata-rata Sekolah UN SMA SMK;63,59;52,37;36,82;;;;;;;;79,47;10034;-6.39;106.83
Kota Dumai;Nilai Rata-rata Sekolah UN SMA SMK;63,44;55,97;42,94;;;;;;;;75,27;1642;1.665.742;101.447.601
Kota Dumai;Nilai Rata-rata Sekolah UN SMA IPS;66,87;54,78;53,05;;;;;56,35;59,22;44,92;;1098;1.665.742;101.447.601
Kota Dumai;Nilai Rata-rata Sekolah UN SMA IPA;77,77;65,12;67,73;;74,59;74,87;71,33;;;;;1091;1.665.742;101.447.601
Kota Dumai;Nilai Rata-rata Sekolah UN SMP;70,68;61,48;48,16;59,53;;;;;;;;4658;1.665.742;101.447.601
Kota Gorontalo;Nilai Rata-rata Sekolah UN SMA SMK;60,95;47,93;34,56;;;;;;;;74,68;1733;0.5333333;1.230.666.667
Kota Gorontalo;Nilai Rata-rata Sekolah UN SMA IPS;62,21;59,38;48,1;;;;;53,56;55,5;44,53;;675;0.5333333;1.230.666.667
Kota Gorontalo;Nilai Rata-rata Sekolah UN SMA IPA;75,67;76,1;67,03;;67,93;60,02;71,61;;;;;700;0.5333333;1.230.666.667
Kota Gorontalo;Nilai Rata-rata Sekolah UN SMP;65,68;49,44;39,34;47,04;;;;;;;;3539;0.5333333;1.230.666.667
Kota Gunungsitoli;Nilai Rata-rata Sekolah UN SMP;68,87;62,85;62,36;61,99;;;;;;;;2738;1.281.964;9.761.594
Kota Gunungsitoli;Nilai Rata-rata Sekolah UN SMA IPA;78,49;77,77;74,02;;83,13;81,23;77,44;;;;;624;1.281.964;9.761.594
Kota Gunungsitoli;Nilai Rata-rata Sekolah UN SMA IPS;72,63;73,9;73,2;;;;;71,62;66,64;63,43;;435;1.281.964;9.761.594
Kota Gunungsitoli;Nilai Rata-rata Sekolah UN SMA SMK;54,26;51,77;37,89;;;;;;;;76,44;1591;1.281.964;9.761.594
Kota Jakarta Barat;Nilai Rata-rata Sekolah UN SMA SMK;65,53;66,21;48,55;;;;;;;;88,34;12368;-6.211.544;106.845.172
Kota Jakarta Barat;Nilai Rata-rata Sekolah UN SMA IPS;72,53;66,11;51,48;;;;;64,34;66,72;61,05;;6066;-6.211.544;106.845.172
Kota Jakarta Barat;Nilai Rata-rata Sekolah UN SMA IPA;80,09;73,31;63,09;;77,19;69,78;67,28;;;;;4593;-6.211.544;106.845.172
Kota Jakarta Barat;Nilai Rata-rata Sekolah UN SMP;75,32;72,05;69,02;71,04;;;;;;;;30054;-6.211.544;106.845.172
Kota Jakarta Pusat;Nilai Rata-rata Sekolah UN SMA SMK;68,05;63,46;47,22;;;;;;;;85,76;7202;-6.211.544;106.845.172
Kota Jakarta Pusat;Nilai Rata-rata Sekolah UN SMA IPS;72,55;66,35;51,03;;;;;64,89;67,24;61,86;;3274;-6.211.544;106.845.172
Kota Jakarta Pusat;Nilai Rata-rata Sekolah UN SMA IPA;80,63;73,99;65,6;;77,94;70,58;68,19;;;;;2694;-6.211.544;106.845.172
Kota Jakarta Pusat;Nilai Rata-rata Sekolah UN SMP;76,32;74,74;71,5;73,53;;;;;;;;14335;-6.211.544;106.845.172
Kota Jakarta Selatan;Nilai Rata-rata Sekolah UN SMP;77,81;77,58;73,01;75,53;;;;;;;;34520;-6.332.973;106.807.915
Kota Jakarta Selatan;Nilai Rata-rata Sekolah UN SMA IPA;81,22;76,2;67,1;;80,12;72,56;70,32;;;;;6501;-6.332.973;106.807.915
Kota Jakarta Selatan;Nilai Rata-rata Sekolah UN SMA IPS;74,37;72,88;59,96;;;;;69,53;70,98;67,97;;7244;-6.332.973;106.807.915
Kota Jakarta Selatan;Nilai Rata-rata Sekolah UN SMA SMK;67,01;63,92;43,54;;;;;;;;86,26;15424;-6.332.973;106.807.915
Kota Jakarta Timur;Nilai Rata-rata Sekolah UN SMA SMK;66,97;65,9;49,48;;;;;;;;85,65;20726;-6.211.544;106.845.172
Kota Jakarta Timur;Nilai Rata-rata Sekolah UN SMA IPS;72,29;70,04;54,22;;;;;69,45;70,57;66,64;;9263;-6.211.544;106.845.172
Kota Jakarta Timur;Nilai Rata-rata Sekolah UN SMA IPA;80,04;74,43;65,71;;80,58;71,35;70,13;;;;;8553;-6.211.544;106.845.172
Kota Jakarta Timur;Nilai Rata-rata Sekolah UN SMP;77,2;76,23;72,52;74,86;;;;;;;;43595;-6.211.544;106.845.172
Kota Jakarta Utara;Nilai Rata-rata Sekolah UN SMP;74,84;71,35;68,5;70,19;;;;;;;;20660;-6.211.544;106.845.172
Kota Jakarta Utara;Nilai Rata-rata Sekolah UN SMA IPA;78,22;70,31;62,92;;75,7;65,74;64,35;;;;;3081;-6.211.544;106.845.172
Kota Jakarta Utara;Nilai Rata-rata Sekolah UN SMA IPS;71,97;65,37;53,77;;;;;63,55;65,68;59,49;;4753;-6.211.544;106.845.172
Kota Jakarta Utara;Nilai Rata-rata Sekolah UN SMA SMK;62,24;55,83;39,26;;;;;;;;83,75;8510;-6.211.544;106.845.172
Kota Jambi;Nilai Rata-rata Sekolah UN SMP;75,74;84,29;80,7;72,78;;;;;;;;10870;-1.596.672;103.615.799
Kota Jambi;Nilai Rata-rata Sekolah UN SMA IPA;77,63;68,52;57,47;;57,16;69,71;66,52;;;;;2701;-1.596.672;103.615.799
Kota Jambi;Nilai Rata-rata Sekolah UN SMA IPS;70,66;59,4;56,7;;;;;54,68;62,33;59,08;;3289;-1.596.672;103.615.799
Kota Jambi;Nilai Rata-rata Sekolah UN SMA SMK;57,3;47,01;33,04;;;;;;;;74,98;4259;-1.596.672;103.615.799
Kota Jayapura;Nilai Rata-rata Sekolah UN SMA SMK;54,68;46,24;33,68;;;;;;;;71,25;1385;-2.533;140.717
Kota Jayapura;Nilai Rata-rata Sekolah UN SMA IPA;71,61;64,61;62,36;;57,29;64,93;59,34;;;;;1516;-2.533;140.717
Kota Jayapura;Nilai Rata-rata Sekolah UN SMA IPS;60,15;58,28;66,86;;;;;65,78;68,66;42,76;;1315;-2.533;140.717
Kota Jayapura;Nilai Rata-rata Sekolah UN SMP;70,8;61,46;52,62;58,64;;;;;;;;4686;-2.533;140.717
Kota Kediri;Nilai Rata-rata Sekolah UN SMA SMK;70,97;50,82;48,06;;;;;;;;77,65;5129;-7.816.895;112.011.398
Kota Kediri;Nilai Rata-rata Sekolah UN SMA IPS;72,36;69,35;64,57;;;;;62,8;70,56;59,47;;2142;-7.816.895;112.011.398
Kota Kediri;Nilai Rata-rata Sekolah UN SMA IPA;80,4;75,95;64,37;;70,97;62,14;71,11;;;;;2377;-7.816.895;112.011.398
Kota Kediri;Nilai Rata-rata Sekolah UN SMP;79,66;68,68;66,01;70,65;;;;;;;;5929;-7.816.895;112.011.398
Kota Kendari;Nilai Rata-rata Sekolah UN SMP;66,56;47,3;38,91;46,74;;;;;;;;5547;-3.972.201;1.225.149.028
Kota Kendari;Nilai Rata-rata Sekolah UN SMA IPS;61,14;63,93;60,83;;;;;60,17;63,15;52,5;;1593;-3.972.201;1.225.149.028
Kota Kendari;Nilai Rata-rata Sekolah UN SMA IPA;75,04;73,9;80,65;;78,5;73,31;78,48;;;;;2050;-3.972.201;1.225.149.028
Kota Kendari;Nilai Rata-rata Sekolah UN SMA SMK;60,62;49,64;33,34;;;;;;;;74,76;1704;-3.972.201;1.225.149.028
Kota Kotamobagu;Nilai Rata-rata Sekolah UN SMP;73,87;70,93;71,91;70,56;;;;;;;;2295;0.7333333;1.243.166.667
Kota Kotamobagu;Nilai Rata-rata Sekolah UN SMA IPA;70,74;79,28;65,75;;77,47;66,64;71,6;;;;;518;0.7333333;1.243.166.667
Kota Kotamobagu;Nilai Rata-rata Sekolah UN SMA IPS;66,09;70,78;68,18;;;;;57,06;58,65;61,1;;263;0.7333333;1.243.166.667
Kota Kotamobagu;Nilai Rata-rata Sekolah UN SMA SMK;72,48;66,22;69,88;;;;;;;;77,77;1554;0.7333333;1.243.166.667
Kota Kupang;Nilai Rata-rata Sekolah UN SMA SMK;56,68;54,49;43,18;;;;;;;;78,28;2375;-101.833.333;1.235.833.333
Kota Kupang;Nilai Rata-rata Sekolah UN SMA IPS;54,94;47,86;39,25;;;;;36,84;50,74;33,81;;2005;-101.833.333;1.235.833.333
Kota Kupang;Nilai Rata-rata Sekolah UN SMA IPA;68,95;63,43;57,47;;64,75;35,22;53,62;;;;;2166;-101.833.333;1.235.833.333
Kota Kupang;Nilai Rata-rata Sekolah UN SMP;66,62;46,72;37,67;44,05;;;;;;;;6796;-101.833.333;1.235.833.333
Kota Langsa;Nilai Rata-rata Sekolah UN SMA SMK;51,76;40,61;27,57;;;;;;;;70,67;841;0;979.633.333
Kota Langsa;Nilai Rata-rata Sekolah UN SMA IPS;68,87;65,38;64,67;;;;;46,73;55,87;63,76;;588;0;979.633.333
Kota Langsa;Nilai Rata-rata Sekolah UN SMA IPA;78,46;69,63;69,33;;64,35;79,68;72,41;;;;;1499;0;979.633.333
Kota Langsa;Nilai Rata-rata Sekolah UN SMP;68,43;80,7;79,59;78,18;;;;;;;;3566;0;979.633.333
Kota Lhokseumawe;Nilai Rata-rata Sekolah UN SMP;77,02;83,52;84,01;76,63;;;;;;;;4165;51.880.556;971.402.778
Kota Lhokseumawe;Nilai Rata-rata Sekolah UN SMA IPA;69,23;68,68;62,95;;66,49;70,43;69,08;;;;;1570;51.880.556;971.402.778
Kota Lhokseumawe;Nilai Rata-rata Sekolah UN SMA IPS;62,4;59,94;56,76;;;;;49,19;55,21;50,62;;612;51.880.556;971.402.778
Kota Lhokseumawe;Nilai Rata-rata Sekolah UN SMA SMK;51,32;45,43;28,96;;;;;;;;73,13;1341;51.880.556;971.402.778
Kota Lubuk Linggau;Nilai Rata-rata Sekolah UN SMA IPA;75,44;74,36;79,07;;78,08;72,96;70,46;;;;;1504;-32.966.667;1.028.616.667
Kota Lubuk Linggau;Nilai Rata-rata Sekolah UN SMA IPS;72,1;75,01;76,33;;;;;74,36;73;60,95;;1567;-32.966.667;1.028.616.667
Kota Lubuk Linggau;Nilai Rata-rata Sekolah UN SMA SMK;54,25;44,1;31;;;;;;;;73,13;1027;-32.966.667;1.028.616.667
Kota Lubuk Linggau;Nilai Rata-rata Sekolah UN SMP;68,14;72,32;64,45;68,5;;;;;;;;4216;-32.966.667;1.028.616.667
Kota Madiun;Nilai Rata-rata Sekolah UN SMP;80,37;70,72;62,29;76,77;;;;;;;;3563;-7.629.714;111.513.702
Kota Madiun;Nilai Rata-rata Sekolah UN SMA IPA;80,44;76,74;66,02;;72,21;64,14;73,07;;;;;1178;-7.629.714;111.513.702
Kota Madiun;Nilai Rata-rata Sekolah UN SMA IPS;73,68;70,46;66,12;;;;;61,73;71,71;60,35;;791;-7.629.714;111.513.702
Kota Madiun;Nilai Rata-rata Sekolah UN SMA SMK;73,29;60,93;52,98;;;;;;;;79,87;2887;-7.629.714;111.513.702
Kota Magelang;Nilai Rata-rata Sekolah UN SMP;83,1;69,47;62,8;65,54;;;;;;;;3438;-7.481.253;110.213.799
Kota Magelang;Nilai Rata-rata Sekolah UN SMA IPA;82,94;68,43;53,24;;63,14;65,07;65,26;;;;;786;-7.481.253;110.213.799
Kota Magelang;Nilai Rata-rata Sekolah UN SMA IPS;77,79;61,17;59,04;;;;;59,15;67,08;55,61;;1000;-7.481.253;110.213.799
Kota Magelang;Nilai Rata-rata Sekolah UN SMA SMK;78,6;63,34;65,01;;;;;;;;84,87;3063;-7.481.253;110.213.799
Kota Makassar;Nilai Rata-rata Sekolah UN SMA SMK;69,15;68,34;62,93;;;;;;;;77,37;8414;-51.333.333;1.194.166.667
Kota Makassar;Nilai Rata-rata Sekolah UN SMA IPS;66,2;64,37;73,97;;;;;59,69;55,6;55,2;;4886;-51.333.333;1.194.166.667
Kota Makassar;Nilai Rata-rata Sekolah UN SMA IPA;75,88;68,18;74,5;;78,42;53,82;77,12;;;;;8324;-51.333.333;1.194.166.667
Kota Makassar;Nilai Rata-rata Sekolah UN SMP;70,98;67,47;67,07;69,63;;;;;;;;23156;-51.333.333;1.194.166.667
Kota Malang;Nilai Rata-rata Sekolah UN SMA SMK;72,91;55,07;50,63;;;;;;;;77,45;9404;-7.981.894;112.626.503
Kota Malang;Nilai Rata-rata Sekolah UN SMA IPS;75,29;61,99;54,27;;;;;53,37;63,7;52,33;;2819;-7.981.894;112.626.503
Kota Malang;Nilai Rata-rata Sekolah UN SMA IPA;81,6;73,46;58,04;;67,1;64,01;63,39;;;;;3416;-7.981.894;112.626.503
Kota Malang;Nilai Rata-rata Sekolah UN SMP;80,37;63,94;55,78;59,53;;;;;;;;13866;-7.981.894;112.626.503
Kota Manado;Nilai Rata-rata Sekolah UN SMA SMK;54,46;49,28;34,62;;;;;;;;74,66;3335;14.917.014;124.842.843
Kota Manado;Nilai Rata-rata Sekolah UN SMA IPS;59,75;65,33;60,78;;;;;59,79;60,89;47,96;;1706;14.917.014;124.842.843
Kota Manado;Nilai Rata-rata Sekolah UN SMA IPA;73,22;77,75;71,38;;82,41;68,68;68,16;;;;;2442;14.917.014;124.842.843
Kota Manado;Nilai Rata-rata Sekolah UN SMP;66,35;60;52,53;57,08;;;;;;;;7739;14.917.014;124.842.843
Kota Mataram;Nilai Rata-rata Sekolah UN SMA SMK;60,66;62,04;52,51;;;;;;;;76,72;2700;-85.833.333;1.161.166.667
Kota Mataram;Nilai Rata-rata Sekolah UN SMA IPA;75,35;68,07;78,95;;77,86;62,55;68,37;;;;;2087;-85.833.333;1.161.166.667
Kota Mataram;Nilai Rata-rata Sekolah UN SMA IPS;63,67;55,84;62,57;;;;;54,92;56,39;49,71;;1979;-85.833.333;1.161.166.667
Kota Mataram;Nilai Rata-rata Sekolah UN SMP;74,04;79,68;72,94;76,05;;;;;;;;7734;-85.833.333;1.161.166.667
Kota Medan;Nilai Rata-rata Sekolah UN SMA SMK;61,77;67,75;69,64;;;;;;;;80,02;17340;3.585.242;986.755.979
Kota Medan;Nilai Rata-rata Sekolah UN SMA IPS;84,44;80,26;83,51;;;;;76,13;73,66;64,23;;9933;3.585.242;986.755.979
Kota Medan;Nilai Rata-rata Sekolah UN SMA IPA;87,38;82,07;79,9;;88,34;87,48;78,94;;;;;14661;3.585.242;986.755.979
Kota Medan;Nilai Rata-rata Sekolah UN SMP;79,46;86,08;75,21;79,87;;;;;;;;45784;3.585.242;986.755.979
Kota Metro;Nilai Rata-rata Sekolah UN SMP;73,53;64,35;53,04;62,25;;;;;;;;3643;-51.166.667;4,38
Kota Metro;Nilai Rata-rata Sekolah UN SMA SMK;63,2;42,79;31,7;;;;;;;;80,3;2358;-51.166.667;4,38
Kota Metro;Nilai Rata-rata Sekolah UN SMA IPS;66,81;61;54,5;;;;;51,54;48,5;49,19;;1160;-51.166.667;4,38
Kota Metro;Nilai Rata-rata Sekolah UN SMA IPA;75,35;66;53,87;;53,83;51,35;67,33;;;;;1443;-51.166.667;4,38
Kota Mojokerto;Nilai Rata-rata Sekolah UN SMP;77,51;64,75;55,01;66,82;;;;;;;;2990;-74.722.222;1.124.336.111
Kota Mojokerto;Nilai Rata-rata Sekolah UN SMA IPA;77,1;74,25;72,81;;74,52;54,77;71,94;;;;;800;-74.722.222;1.124.336.111
Kota Mojokerto;Nilai Rata-rata Sekolah UN SMA IPS;68,3;68,97;65,48;;;;;59,67;70,39;53,55;;737;-74.722.222;1.124.336.111
Kota Mojokerto;Nilai Rata-rata Sekolah UN SMA SMK;66,89;60,18;43,85;;;;;;;;81,3;1924;-74.722.222;1.124.336.111
Kota Padang;Nilai Rata-rata Sekolah UN SMA SMK;64,75;54,97;44,56;;;;;;;;76,77;5011;-0.95;1.003.530.556
Kota Padang;Nilai Rata-rata Sekolah UN SMA IPS;71,39;48,32;74,7;;;;;60,72;61,32;47,05;;4196;-0.95;1.003.530.556
Kota Padang;Nilai Rata-rata Sekolah UN SMA IPA;77,84;56,43;59,98;;82,27;71,05;67,2;;;;;4954;-0.95;1.003.530.556
Kota Padang;Nilai Rata-rata Sekolah UN SMP;77,11;76,17;74,09;75,07;;;;;;;;14508;-0.95;1.003.530.556
Kota Padang Panjang;Nilai Rata-rata Sekolah UN SMP;79,24;62,37;53,86;59,32;;;;;;;;1635;-0.470679;1.004.059.456
Kota Padang Panjang;Nilai Rata-rata Sekolah UN SMA IPA;82,08;61,88;58,78;;74,41;70,26;66,86;;;;;705;-0.470679;1.004.059.456
Kota Padang Panjang;Nilai Rata-rata Sekolah UN SMA IPS;75,13;50,46;67,76;;;;;56,84;63,52;50,73;;605;-0.470679;1.004.059.456
Kota Padang Panjang;Nilai Rata-rata Sekolah UN SMA SMK;69,46;47,14;41,75;;;;;;;;74,04;732;-0.470679;1.004.059.456
Kota Padang Sidimpuan;Nilai Rata-rata Sekolah UN SMA SMK;68,3;64,83;65,02;;;;;;;;78,22;2405;1.380.424;99.273.972
Kota Padang Sidimpuan;Nilai Rata-rata Sekolah UN SMA IPS;73,92;63,8;73,56;;;;;58,27;67,28;67,84;;1040;1.380.424;99.273.972
Kota Padang Sidimpuan;Nilai Rata-rata Sekolah UN SMA IPA;80,62;67,03;64,8;;87,18;83,26;80,38;;;;;1902;1.380.424;99.273.972
Kota Padang Sidimpuan;Nilai Rata-rata Sekolah UN SMP;83,76;78,48;80,96;75,38;;;;;;;;4740;1.380.424;99.273.972
Kota Pagar Alam;Nilai Rata-rata Sekolah UN SMA SMK;52,5;38,57;26,92;;;;;;;;72,25;536;-403.767;103.265.297
Kota Pagar Alam;Nilai Rata-rata Sekolah UN SMA IPS;66,65;58,69;64,58;;;;;65,66;64,22;66,02;;803;-403.767;103.265.297
Kota Pagar Alam;Nilai Rata-rata Sekolah UN SMA IPA;71,27;59,25;67,14;;75,76;66,98;75,38;;;;;751;-403.767;103.265.297
Kota Pagar Alam;Nilai Rata-rata Sekolah UN SMP;66,3;62,42;59,48;57,08;;;;;;;;2491;-403.767;103.265.297
Kota Palangka Raya;Nilai Rata-rata Sekolah UN SMA SMK;61,57;42,11;30,16;;;;;;;;76,51;1043;-2.21;113.92
Kota Palangka Raya;Nilai Rata-rata Sekolah UN SMA IPS;65,02;42,98;28,32;;;;;36,34;47,4;40,65;;1275;-2.21;113.92
Kota Palangka Raya;Nilai Rata-rata Sekolah UN SMA IPA;74;51,32;30,05;;37,41;37,69;43,49;;;;;1229;-2.21;113.92
Kota Palangka Raya;Nilai Rata-rata Sekolah UN SMP;72,06;54,76;46,5;52,34;;;;;;;;4272;-2.21;113.92
Kota Palembang;Nilai Rata-rata Sekolah UN SMP;67,29;61,47;55,2;60,85;;;;;;;;27658;-29.911.083;1.047.567.333
Kota Palembang;Nilai Rata-rata Sekolah UN SMA IPA;80,65;73,63;80,1;;85,94;76,77;69,69;;;;;8709;-29.911.083;1.047.567.333
Kota Palembang;Nilai Rata-rata Sekolah UN SMA IPS;74,14;69,6;81,36;;;;;64,9;71,59;64,9;;8132;-29.911.083;1.047.567.333
Kota Palembang;Nilai Rata-rata Sekolah UN SMA SMK;54,42;44,71;29,91;;;;;;;;77,96;9073;-29.911.083;1.047.567.333
Kota Palopo;Nilai Rata-rata Sekolah UN SMA SMK;50,29;59,05;45,77;;;;;;;;74,8;1672;-3;5
Kota Palopo;Nilai Rata-rata Sekolah UN SMA IPS;69,7;62,08;74,91;;;;;62,33;55,3;55,32;;618;-3;5
Kota Palopo;Nilai Rata-rata Sekolah UN SMA IPA;78,25;63,93;76,1;;82,41;53,93;80,06;;;;;1066;-3;5
Kota Palopo;Nilai Rata-rata Sekolah UN SMP;68,55;58,59;61,06;62,62;;;;;;;;3177;-3;5
Kota Palu;Nilai Rata-rata Sekolah UN SMP;71,22;69,8;65,08;68,97;;;;;;;;6522;-0.898583;119.850.601
Kota Palu;Nilai Rata-rata Sekolah UN SMA IPA;66,04;60,01;48,29;;53,27;35,42;50,67;;;;;2049;-0.898583;119.850.601
Kota Palu;Nilai Rata-rata Sekolah UN SMA IPS;54,35;48,01;37,36;;;;;38,27;46,54;35,14;;1405;-0.898583;119.850.601
Kota Palu;Nilai Rata-rata Sekolah UN SMA SMK;58,34;44,86;28,84;;;;;;;;73,84;2555;-0.898583;119.850.601
Kota Pangkalpinang;Nilai Rata-rata Sekolah UN SMP;76,3;55,59;46,2;50,85;;;;;;;;3022;-2.129.323;106.109.596
Kota Pangkalpinang;Nilai Rata-rata Sekolah UN SMA IPA;76,75;58,9;37,73;;47,39;46,71;51,78;;;;;625;-2.129.323;106.109.596
Kota Pangkalpinang;Nilai Rata-rata Sekolah UN SMA IPS;66,88;49,42;37,17;;;;;40,75;49,6;42,2;;795;-2.129.323;106.109.596
Kota Pangkalpinang;Nilai Rata-rata Sekolah UN SMA SMK;71,43;52,62;49,77;;;;;;;;76,82;1576;-2.129.323;106.109.596
Kota Pare-Pare;Nilai Rata-rata Sekolah UN SMP;65,04;49,04;40,28;46,69;;;;;;;;2760;-40.166.667;1.196.236.111
Kota Pare-Pare;Nilai Rata-rata Sekolah UN SMA IPA;78,78;65,62;74,36;;80,7;54,82;79,44;;;;;773;-40.166.667;1.196.236.111
